name,lat,lon,cluster,source,country,max_abs
fredericia-fre-dnk-cmems,55.5667,9.75,708,cmems,dnk,1.221589898145551
varberg-2104-swe-smhi,57.1,12.2167,709,smhi,swe,1.2232180865939462
helgeroa-hro-nor-nhs,58.9952,9.8564,710,nhs,nor,1.2240456128920396
duck_pier_nc-260a-usa-uhslc,36.183,-75.747,711,uhslc,usa,1.2243872718946736
essexville_mi-9075035-usa-noaa,43.6404,-83.8468,712,noaa,usa,1.2267176423831532
trident_pier-8721604-usa-noaa,28.4158,-80.5931,713,noaa,usa,1.2268129694327736
panama_city_beach-8729210-usa-noaa,30.2133,-85.8783,714,noaa,usa,1.2271933511045718
san_joaquin_r_at_rindge_pump-rgp-usa-cdwr,37.9973,-121.4194,715,cdwr,usa,1.227831053899714
port_alma-59690-aus-bom,-23.585,150.8667,716,bom,aus,1.2296140669783062
groote_eylandt-145a-aus-uhslc,-13.86,136.417,717,uhslc,aus,1.2329953073526625
neah_bay_wa-558a-usa-uhslc,48.368,-124.617,718,uhslc,usa,1.237451942388876
mayport_ferry_depot-8720220-usa-noaa,30.3933,-81.4317,719,noaa,usa,1.2416328422994998
holyhead-hol-gbr-bodc,53.3139,-4.6204,720,bodc,gbr,1.2454815054151576
aberdeen-abe-gbr-bodc,57.144,-2.0802,721,bodc,gbr,1.2463550721202863
tobermory-tob-gbr-cmems,56.6231,-6.0631,722,cmems,gbr,1.2484633455824483
milford_haven-mha-gbr-bodc,51.7074,-5.0518,723,bodc,gbr,1.2508036963203402
bunbury-62190-aus-bom,-33.3234,115.66,724,bom,aus,1.2518462733898337
wells-8419317-usa-noaa,43.32,-70.5633,725,noaa,usa,1.2520211741921228
chesapeake_bbt-749a-usa-uhslc,36.967,-76.113,726,uhslc,usa,1.252157027337661
kolka-kol-lva-cmems,57.7333,22.5833,727,cmems,lva,1.2522592791978857
okinawa-gs21-jpn-jodc_giaj,26.1794,127.8247,728,jodc_giaj,jpn,1.2552941570118417
simons_town-221a-zaf-uhslc,-34.183,18.433,729,uhslc,zaf,1.2588678218434164
cutler_naval_base-8411250-usa-noaa,44.6417,-67.2967,730,noaa,usa,1.2594372737755748
venezia-vene-ita-cv,45.4188,12.4257,731,cv,ita,1.262469174378111
westport-9441102-usa-noaa,46.9043,-124.1051,732,noaa,usa,1.263345097548308
ronne-ron-dnk-cmems,55.1,14.6833,733,cmems,dnk,1.2647288268800458
kalix_storon-2157-swe-smhi,65.6969,23.0961,734,smhi,swe,1.267039110878013
kinlochbervie-kin-gbr-bodc,58.4567,-5.0502,735,bodc,gbr,1.2698545546895432
monbetsu-hd01-jpn-jodc_jcg,44.355,143.3583,736,jodc_jcg,jpn,1.2701462286799403
deeneplaat-deenpt-nld-rws,51.7396,4.7167,737,rws,nld,1.2722115942637937
rustico-1915-can-meds,46.47,-63.28,738,meds,can,1.2769252881755713
porto_empedocle-por-ita-ispra,37.2858,13.5268,739,ispra,ita,1.2801025334723728
portellen-por-gbr-cmems,55.6274,-6.1901,740,cmems,gbr,1.2812484111237863
kobe-ma31-jpn-jodc_jma,34.6822,135.1903,741,jodc_jma,jpn,1.2813499685291945
simrishamn-sim-swe-cmems,55.5575,14.3578,742,cmems,swe,1.2832899737183954
nantucket_island-8449130-usa-noaa,41.2853,-70.0964,743,noaa,usa,1.2889574663999703
kungsvik-kun-swe-cmems,58.9967,11.1272,744,cmems,swe,1.2915283503171713
sainildas_60minute-sai-fra-cmems,47.1404,-2.2464,745,cmems,fra,1.2944681289639288
matsuyama-ma34-jpn-jodc_jma,33.8589,132.7122,746,jodc_jma,jpn,1.296824074333975
dalian-630a-chn-uhslc,38.925,121.658,747,uhslc,chn,1.2971808436738876
ravenna-rav-ita-ispra,44.4921,12.2829,748,ispra,ita,1.299568323952932
wachapreague-8631044-usa-noaa,37.6078,-75.6858,749,noaa,usa,1.3005477438778237
kujiko-0111-jpn-jodc_pahb,40.1922,141.7967,750,jodc_pahb,jpn,1.3019971130710604
klagshamn-kla-swe-cmems,55.5222,12.8936,751,cmems,swe,1.3023408361256654
lucinda_offshore-59200-aus-bom,-18.5217,146.385,752,bom,aus,1.3064549837351112
vercheres-15720-can-meds,45.78,-73.36,753,meds,can,1.3067200808800077
bar_harbor-8413320-usa-noaa,44.3922,-68.2043,754,noaa,usa,1.3079536947117212
rimouski-2985-can-meds,48.48,-68.51,755,meds,can,1.311836633595286
middelharnis-middhns-nld-rws,51.7736,4.1924,756,rws,nld,1.3128183465714367
parnu-par-est-cmems,58.3889,24.4868,757,cmems,est,1.3144526489319388
keizersveer-keizvr-nld-rws,51.7202,4.8944,758,rws,nld,1.3148216800523556
rockport_tx-769a-usa-uhslc,28.022,-97.047,759,uhslc,usa,1.3167663680138295
argentia-835-can-meds,47.3,-53.98,760,meds,can,1.3230170163820876
venice_island-vne-usa-cdwr,38.05,-121.496,761,cdwr,usa,1.3238873175579344
coast_guard_sector_mobile-8736897-usa-noaa,30.6483,-88.0583,762,noaa,usa,1.3292006304396309
kabelvag-kab-nor-nhs,68.2126,14.4821,763,nhs,nor,1.3293067636721911
sept_iles-2780-can-meds,50.19,-66.38,764,meds,can,1.330238872025122
rak_noord-raknd-nld-rws,51.695,4.4216,765,rws,nld,1.3319545246914464
chiba-hd06-jpn-jodc_jcg,35.568,140.0455,766,jodc_jcg,jpn,1.3338331528283456
smogen-smo-swe-cmems,58.3536,11.2178,767,cmems,swe,1.3363698707212388
juneau-9452210-usa-noaa,58.2988,-134.4106,768,noaa,usa,1.3375065607317171
boston-8443970-usa-noaa,42.3548,-71.0534,769,noaa,usa,1.348923078304597
hakata-hd18-jpn-jodc_jcg,33.6186,130.4078,770,jodc_jcg,jpn,1.349119593268293
skagen-ska-dnk-cmems,57.7194,10.5858,771,cmems,dnk,1.3519378497351278
point_pelee_ontario-12120-can-meds,41.97,-82.53,772,meds,can,1.354120386977533
hamina_pitajansaari-134254-fin-fmi,60.56,27.18,773,fmi,fin,1.3552242008472226
alert_bay_bc-8280-can-meds,50.59,-126.93,774,meds,can,1.355619904205252
beihai-636a-chn-uhslc,21.483,109.083,775,uhslc,chn,1.3558924948726174
cape_hatteras_fishing_pier-8654400-usa-noaa,35.2233,-75.635,776,noaa,usa,1.3572960401166518
lac_saint_pierre-15975-can-meds,46.19,-72.9,777,meds,can,1.3593766384319097
port_bloc-15-fra-refmar,45.5685,-1.0616,778,refmar,fra,1.3602249693556263
port_giles-61685-aus-bom,-35.0218,137.7683,779,bom,aus,1.361644212833687
riviere_au_renard-2330-can-meds,49.0,-64.38,780,meds,can,1.3633133100431047
onisaki-gs09-jpn-jodc_giaj,34.9036,136.8239,781,jodc_giaj,jpn,1.3647529460296737
barseback-bar-swe-cmems,55.7564,12.9033,782,cmems,swe,1.3655259588697208
moerdijk-moerdk-nld-rws,51.7047,4.6225,783,rws,nld,1.3743382353456588
gloucester_point-8637624-usa-noaa,37.2467,-76.5,784,noaa,usa,1.3774585537662711
la_prairie-15470-can-meds,45.47,-73.51,785,meds,can,1.3789226535518373
kariya-gs17-jpn-jodc_giaj,33.4731,129.8492,786,jodc_giaj,jpn,1.3812161823835434
valdez_ak-562a-usa-uhslc,61.125,-146.362,787,uhslc,usa,1.3820920370233047
cape_may-8536110-usa-noaa,38.9678,-74.9597,788,noaa,usa,1.382867387300383
le_conquet-152-fra-refmar,48.3591,-4.7808,789,refmar,fra,1.3842166440344037
port_macquarie-207420-aus-bom,-31.4268,152.911,790,bom,aus,1.385851809695117
ship_john_shoal-8537121-usa-noaa,39.305,-75.375,791,noaa,usa,1.3891874158740816
murotomisaki-ma37-jpn-jodc_jma,33.2664,134.1644,792,jodc_jma,jpn,1.3893967771544256
sendaiko-0112-jpn-jodc_pahb,38.2728,141.0039,793,jodc_pahb,jpn,1.391011622995442
repentigny-15668-can-meds,45.74,-73.44,794,meds,can,1.3911581261756594
carillon_amont-16033-can-meds,45.57,-74.38,795,meds,can,1.3933752694314343
goteborgorsh-819a-swe-uhslc,57.685,11.79,796,uhslc,swe,1.395373934473142
port_isabel-8779770-usa-noaa,26.0612,-97.2155,797,noaa,usa,1.396646480671633
frederikshavn-fre-dnk-cmems,57.4333,10.5667,798,cmems,dnk,1.398236047331792
berwick-8764044-usa-noaa,29.6675,-91.2376,799,noaa,usa,1.4082222337224748
wauna-9439099-usa-noaa,46.1617,-123.4089,800,noaa,usa,1.4082486536550871
ballen-bal-dnk-cmems,55.8167,10.6444,801,cmems,dnk,1.409652067353983
sandakan-389a-mys-uhslc,5.81,118.067,802,uhslc,mys,1.4100588395312723
holland_cut_near_bethel_island-hol-usa-cdwr,38.0164,-121.5819,803,cdwr,usa,1.4102585478638625
skamokawa-9440569-usa-noaa,46.2703,-123.4565,804,noaa,usa,1.4136182709351357
ystad-2093-swe-smhi,55.4167,13.8167,805,smhi,swe,1.4213574485384088
sjaellandsodde-sja-dnk-cmems,55.975,11.3722,806,cmems,dnk,1.422884304068767
cambridge-8571892-usa-noaa,38.5725,-76.0617,807,noaa,usa,1.4251895648531934
port_stanvac-100a-aus-uhslc,-35.108,138.467,808,uhslc,aus,1.4269769387428348
long_sault_ontario-14800-can-meds,45.03,-74.89,809,meds,can,1.431161964749197
kure-hd13-jpn-jodc_jcg,34.2405,132.5503,810,jodc_jcg,jpn,1.43502899462884
contrecoeur_ioc-15780-can-meds,45.83,-73.28,811,meds,can,1.4355591229466274
bar_point_ontario-12005-can-meds,42.06,-83.11,812,meds,can,1.436762891004808
pascagoula_noaa_lab-8741533-usa-noaa,30.3678,-88.5631,813,noaa,usa,1.4369973544534456
portpatrick-por-gbr-cmems,54.8424,-5.1189,814,cmems,gbr,1.4387086444515595
chesapeake_city-8573927-usa-noaa,39.5267,-75.81,815,noaa,usa,1.440770418749229
baie_comeau-2840-can-meds,49.23,-68.13,816,meds,can,1.4423641060601158
ilha_fiscal_rj-280a-bra-uhslc,-22.897,-43.165,817,uhslc,bra,1.4457038645626823
wilmington_nc-750a-usa-uhslc,34.227,-77.953,818,uhslc,usa,1.445732152583009
greifswald_wiek-gre-deu-bfg,54.0977,13.4572,819,bfg,deu,1.4458223285534628
warnemunde-war-deu-bfg,54.1697,12.1034,820,bfg,deu,1.456653487277933
beaufort-8656483-usa-noaa,34.72,-76.67,821,noaa,usa,1.4597464912128275
wyndham-165a-aus-uhslc,-15.453,128.102,822,uhslc,aus,1.4625211541928889
becancour-3353-can-meds,46.4,-72.38,823,meds,can,1.4632633869868144
hornbaek-hor-dnk-cmems,56.1,12.4667,824,cmems,dnk,1.46535758564769
st_petersburg_fl-759a-usa-uhslc,27.76,-82.627,825,uhslc,usa,1.4655464310483624
oulu-oul-fin-cmems,65.0403,25.4182,826,cmems,fin,1.4668392466868656
fynshav-fyn-dnk-cmems,55.0,9.9833,827,cmems,dnk,1.467211588616739
hong_kong-329a-hkg-uhslc,22.3,114.2,828,uhslc,hkg,1.4681544621995823
spodsbjerg-spo-dnk-cmems,54.9333,10.8333,829,cmems,dnk,1.4723055900951036
narvik-nvk-nor-nhs,68.4283,17.4258,830,nhs,nor,1.472570874358224
champlain-3350-can-meds,46.44,-72.34,831,meds,can,1.4800749818974666
port_lincoln-61900-aus-bom,-34.7159,135.8701,832,bom,aus,1.4828148415884372
leith-lei-gbr-bodc,55.9898,-3.1817,833,bodc,gbr,1.4848985898331202
wake-051a-usa-uhslc,19.283,166.617,834,uhslc,usa,1.4924278698984612
osaka-ma30-jpn-jodc_jma,34.6581,135.4328,835,jodc_jma,jpn,1.4926532016758265
i_295_bridge-8720357-usa-noaa,30.1917,-81.6917,836,noaa,usa,1.493126612916086
kronstadt-kro-rus-cmems,59.9667,29.75,837,cmems,rus,1.495038474041258
minamitorishima-049a-jpn-uhslc,24.3,153.967,838,uhslc,jpn,1.4972752552048358
gatineau-16105-can-meds,45.43,-75.71,839,meds,can,1.497280218715909
vaca_key-8723970-usa-noaa,24.711,-81.1065,840,noaa,usa,1.500855969145241
crescent_city_ca-556a-usa-uhslc,41.745,-124.183,841,uhslc,usa,1.5023261285877791
stenungsund-2110-swe-smhi,58.0933,11.8325,842,smhi,swe,1.503998624459585
fort_hamilton_new_york_1-8517942-usa-da_sat,40.6067,-74.035,843,da_sat,usa,1.506870692887602
skagway-9452400-usa-noaa,59.4508,-135.328,844,noaa,usa,1.5075762591166744
atlantic_city-8534720-usa-noaa,39.3567,-74.4181,845,noaa,usa,1.5079092917482977
bilbao-bil-esp-cmems,43.357,-3.05,846,cmems,esp,1.510299759595242
bagenkop-bag-dnk-cmems,54.7528,10.6778,847,cmems,dnk,1.5115788413660376
koserow-kos-deu-cmems,54.0603,14.0008,848,cmems,deu,1.511895624129892
varennes-15660-can-meds,45.68,-73.44,849,meds,can,1.512300927286597
port_dover_ontario-12710-can-meds,42.78,-80.2,850,meds,can,1.51238776752936
money_point-8639348-usa-noaa,36.7783,-76.3017,851,noaa,usa,1.5157142929983838
progreso-402-mex-unam,21.3033,-89.6667,852,unam,mex,1.5171179193642923
oscarsborg-osc-nor-nhs,59.6781,10.6049,853,nhs,nor,1.5242896392170182
springmaid_pier-8661070-usa-noaa,33.655,-78.9183,854,noaa,usa,1.5256917321090648
galway_port-gal-irl-mi_c,53.269,-9.048,855,mi_c,irl,1.5275950421063706
misumi-ma46-jpn-jodc_jma,32.623,130.4514,856,jodc_jma,jpn,1.5290982453669968
queen_charlotte_city-9850-can-meds,53.25,-132.07,857,meds,can,1.5324881091505955
lower_escuminac-2000-can-meds,47.08,-64.88,858,meds,can,1.5335308642181154
ketchikan_ak-571a-usa-uhslc,55.333,-131.625,859,uhslc,usa,1.533965772706213
cananeia-281a-bra-uhslc,-25.017,-47.925,860,uhslc,bra,1.5375732736117484
aarhus-aar-dnk-cmems,56.15,10.2167,861,cmems,dnk,1.539487580537544
brest-822a-fra-uhslc,48.383,-4.495,862,uhslc,fra,1.54802445585687
tokuyama-hd15-jpn-jodc_jcg,34.0408,131.8028,863,jodc_jcg,jpn,1.5495049845418505
port_hedland-169a-aus-uhslc,-20.318,118.575,864,uhslc,aus,1.550725131352451
gedser-837a-dnk-uhslc,54.567,11.933,865,uhslc,dnk,1.551999292479446
nakatoshima-hd30-jpn-jodc_jcg,34.118,133.0011,866,jodc_jcg,jpn,1.556513542271807
dordrecht-dordt-nld-rws,51.8195,4.6707,867,rws,nld,1.5582895292420949
kemi_ajos-100539-fin-fmi,65.67,24.52,868,fmi,fin,1.558733622145725
arrecife-arre-esp-ieo,28.9718,-13.53,869,ieo,esp,1.5685842902986291
san_joaquin_r_at_prisoners_pt_near_termino-pri-usa-cdwr,38.0594,-121.5572,870,cdwr,usa,1.569451888707381
devonport-60930-aus-bom,-41.15,146.3833,871,bom,aus,1.574015797484155
south_beach-9435380-usa-noaa,44.6254,-124.0449,872,noaa,usa,1.575064752062698
thevenard-128a-aus-uhslc,-32.15,133.64,873,uhslc,aus,1.5768981485659952
donges_60minute-don-fra-cmems,47.3057,-2.0883,874,cmems,fra,1.5804147061200764
heimsjo-hei-nor-nhs,63.4252,9.1015,875,nhs,nor,1.5808137599655216
kingsville_ontario-12065-can-meds,42.03,-82.73,876,meds,can,1.5830632526411417
pointe_aux_trembles-15630-can-meds,45.63,-73.49,877,meds,can,1.5835482463732031
rodby-rod-dnk-cmems,54.65,11.35,878,cmems,dnk,1.5870759696991206
naples_fl-757a-usa-uhslc,26.13,-81.807,879,uhslc,usa,1.5873622129213552
mumbles-mum-gbr-bodc,51.57,-3.9755,880,bodc,gbr,1.5918095497333091
newport_ri-253a-usa-uhslc,41.505,-71.327,881,uhslc,usa,1.5920308115156
lewes-8557380-usa-noaa,38.7828,-75.1192,882,noaa,usa,1.5934740875314497
crotone-cro-ita-ispra,39.0836,17.1371,883,ispra,ita,1.595021547059165
millport-mil-gbr-bodc,55.7498,-4.9063,884,bodc,gbr,1.6061978033140545
annapolis-8575512-usa-noaa,38.9833,-76.4816,885,noaa,usa,1.6082953891243508
nagoya-ma22-jpn-jodc_jma,35.0914,136.8808,886,jodc_jma,jpn,1.609515938722823
national_steel-nsl-usa-cdwr,38.1221,-121.8881,887,cdwr,usa,1.6105599074200616
pointe_au_pere-2980-can-meds,48.52,-68.47,888,meds,can,1.611588513115993
conimicut_light-8452944-usa-noaa,41.7167,-71.3433,889,noaa,usa,1.6148106668239206
trois_rivieres-3360-can-meds,46.34,-72.54,890,meds,can,1.6192196227984457
hiron_point-134a-bgd-uhslc,21.783,89.467,891,uhslc,bgd,1.6194059525970417
viken-vik-swe-cmems,56.1422,12.5792,892,cmems,swe,1.620841795239357
new_westminster_bc-7654-can-meds,49.2,-122.91,893,meds,can,1.625056775806947
oyster_landing_n_inlet_estuary-8662245-usa-noaa,33.3517,-79.1867,894,noaa,usa,1.6257616682211844
old_port_tampa-8726607-usa-noaa,27.8578,-82.5528,895,noaa,usa,1.631268858273334
port_adelaide_outer_harbor-61600-aus-bom,-34.7798,138.4807,896,bom,aus,1.6325894109120234
batiscan-3345-can-meds,46.5,-72.25,897,meds,can,1.6343762335101355
kielholtenau-kie-deu-cmems,54.3722,10.1569,898,cmems,deu,1.6370181837382305
port_adelaide_inner_harbor-61610-aus-bom,-34.85,138.5,899,bom,aus,1.6448002108308644
port_jefferson-8514560-usa-noaa,40.95,-73.0767,900,noaa,usa,1.6449780464512676
dieppe_60minute-die-fra-cmems,49.93,1.085,901,cmems,fra,1.6470722506871156
lavaltrie-15793-can-meds,45.88,-73.27,902,meds,can,1.6506197550935195
apalachicola_fl-760a-usa-uhslc,29.727,-84.982,903,uhslc,usa,1.651267978262353
kanmen-632a-chn-uhslc,28.088,121.282,904,uhslc,chn,1.6514602434375494
sasebo-hd19-jpn-jodc_jcg,33.1581,129.7239,905,jodc_jcg,jpn,1.651796740830856
charlottetown-1700-can-meds,46.23,-63.12,906,meds,can,1.6524743061476368
surabaya-160a-idn-uhslc,-7.208,112.725,907,uhslc,idn,1.6536810799109622
seavey_island-8419870-usa-noaa,43.0797,-70.7411,908,noaa,usa,1.6553001914090588
tampico_madero-406-mex-unam,22.2617,-97.795,909,unam,mex,1.656076283974438
delaware_city-8551762-usa-noaa,39.5817,-75.5883,910,noaa,usa,1.6596618544206336
port_saint_francois-3365-can-meds,46.27,-72.62,911,meds,can,1.6619749776414006
arklowharbour-ark-irl-cmems,52.792,-6.1452,912,cmems,irl,1.6662395606924023
port_alfred-3460-can-meds,48.33,-70.87,913,meds,can,1.6712599579997385
north_shields-nsh-gbr-bodc,55.0074,-1.4398,914,bodc,gbr,1.6727917363667264
saint_nazaire-37-fra-refmar,47.2669,-2.2016,915,refmar,fra,1.6740457204767614
coatzacoalcos-405-mex-unam,18.1433,-94.4117,916,unam,mex,1.674051021237546
toke_point-9440910-usa-noaa,46.7075,-123.9669,917,noaa,usa,1.674305807772858
reedy_point-8551910-usa-noaa,39.5583,-75.5733,918,noaa,usa,1.6760535187673222
green_bay_wi-9087079-usa-noaa,44.5411,-88.0072,919,noaa,usa,1.678598287510192
dauphin_island_al-763a-usa-uhslc,30.25,-88.075,920,uhslc,usa,1.6813980552934875
yakutat_ak-570a-usa-uhslc,59.548,-139.735,921,uhslc,usa,1.681438330211205
oslo-osl-nor-nhs,59.9086,10.7345,922,nhs,nor,1.6837101748117227
streefkerk-streefkk-nld-rws,51.9076,4.7513,923,rws,nld,1.684067013905676
grena-gre-dnk-cmems,56.4111,10.9306,924,cmems,dnk,1.6898279643215643
gibraltar_mi-9044020-usa-noaa,42.0917,-83.1867,925,noaa,usa,1.6930462733555582
woods_hole-8447930-usa-noaa,41.5236,-70.6711,926,noaa,usa,1.700488983507698
rodvig-rod-dnk-cmems,55.2542,12.3728,927,cmems,dnk,1.7032684513705747
goidschalxoord-goidsod-nld-rws,51.8303,4.4516,928,rws,nld,1.7089253903247774
havre_de_grace-8574070-usa-noaa,39.5367,-76.09,929,noaa,usa,1.7117804363823623
pilots_station_east-8760922-usa-noaa,28.9322,-89.4075,930,noaa,usa,1.7118216664635757
travemuende-tra-deu-cmems,53.9581,10.8722,931,cmems,deu,1.715717242056858
skanor-ska-swe-cmems,55.4167,12.8294,932,cmems,swe,1.7176485889703457
red_dog_dock-9491094-usa-noaa,67.5758,-164.0644,933,noaa,usa,1.7244208511324226
morgans_point-8770613-usa-noaa,29.6817,-94.985,934,noaa,usa,1.7270626287698263
stpetersburg-stp-rus-cmems,59.9333,30.2667,935,cmems,rus,1.7276244492641606
montauk-8510560-usa-noaa,41.0483,-71.9594,936,noaa,usa,1.7342070669077403
contrecoeur-15790-can-meds,45.86,-73.24,937,meds,can,1.742269706922796
pensacola_fl-762a-usa-uhslc,30.403,-87.213,938,uhslc,usa,1.7504871016544257
mtl_rue_frontenac-15540-can-meds,45.53,-73.54,939,meds,can,1.7520384386575438
cape_ferguson-h033007a-aus-bom,-19.27,147.05,940,bom,aus,1.756850658589013
st_lambert_aval-15507-can-meds,45.5,-73.52,941,meds,can,1.7602991090936453
xiamen-376a-chn-uhslc,24.45,118.067,942,uhslc,chn,1.7631332570756415
astoria_downtown-9439040-usa-da_sat,46.1901,-123.8292,943,da_sat,usa,1.763471896112648
elmshorn-78-deu-wsv,53.7502,9.6479,944,wsv,deu,1.7641940248596275
new_london_ct-744a-usa-uhslc,41.355,-72.087,945,uhslc,usa,1.7693023216064845
richards_bay-188a-zaf-uhslc,-28.8,32.083,946,uhslc,zaf,1.772093360284274
eastport_me-740a-usa-uhslc,44.903,-66.985,947,uhslc,usa,1.7729012598240963
lawma-8764227-usa-noaa,29.4496,-91.3381,948,noaa,usa,1.778605409390586
grondines-3325-can-meds,46.59,-72.04,949,meds,can,1.7836156730943753
sainte_anne_des_monts-2935-can-meds,49.13,-66.49,950,meds,can,1.7855975304093374
wallaroo-61780-aus-bom,-33.926,137.6152,951,bom,aus,1.7874140857675016
drogden-dro-dnk-cmems,55.5358,12.7117,952,cmems,dnk,1.787830168588569
settlement_point-257b-bhs-uhslc,26.69,-78.983,953,uhslc,bhs,1.790968188515888
lusi-633a-chn-uhslc,32.133,121.617,954,uhslc,chn,1.7911474015073243
workington-wor-gbr-cmems,54.65,-3.5667,955,cmems,gbr,1.797618460625401
deschaillons-3335-can-meds,46.56,-72.11,956,meds,can,1.8062652499806504
whitby-whi-gbr-bodc,54.49,-0.6147,957,bodc,gbr,1.8094993392891563
boutiliers_point-482-can-meds,44.65,-63.95,958,meds,can,1.8099813329608263
pauillac-192-fra-refmar,45.1997,-0.7442,959,refmar,fra,1.8112411237317236
tolchester_beach-8573364-usa-noaa,39.2134,-76.2445,960,noaa,usa,1.8112455312143816
bremervorde-71-deu-wsv,53.4841,9.1548,961,wsv,deu,1.8146474979415368
seldovia_ak-561a-usa-uhslc,59.44,-151.72,962,uhslc,usa,1.822325295490374
sewells_point-8638610-usa-noaa,36.9467,-76.33,963,noaa,usa,1.8490654294877
lehavre_60minute-leh-fra-cmems,49.4816,0.1056,964,cmems,fra,1.8502462510998088
charleston_sc-261b-usa-uhslc,32.782,-79.925,965,uhslc,usa,1.8537538256318864
dover-dov-gbr-bodc,51.1144,1.3225,966,bodc,gbr,1.8558093820054973
hesnaes-hes-dnk-cmems,54.8167,12.1333,967,cmems,dnk,1.861755292525044
cordemais_60minute-cor-fra-cmems,47.2772,-1.8898,968,cmems,fra,1.861801744717894
barmouth-bar-gbr-cmems,52.7167,-4.0333,969,cmems,gbr,1.864530456083726
goods_island-58200-aus-bom,-10.5639,142.1486,970,bom,aus,1.8663721017882324
oregon_inlet_marina-8652587-usa-noaa,35.795,-75.5481,971,noaa,usa,1.8717660042819984
longview-9440422-usa-noaa,46.1061,-122.9542,972,noaa,usa,1.876164802292221
oura-ma47-jpn-jodc_jma,32.9767,130.2206,973,jodc_jma,jpn,1.9046476412264048
philadelphia-8545240-usa-noaa,39.9333,-75.1417,974,noaa,usa,1.9109784717510685
ibis-ibs-usa-cdwr,38.157,-122.113,975,cdwr,usa,1.915633588227582
krimpen_ad_lek-krimpadlk-nld-rws,51.8907,4.6289,976,rws,nld,1.9369398443207475
vlietepolder-vlietpdr-nld-rws,51.5993,3.7518,977,rws,nld,1.9652152532896128
port_colborne_ontario-12865-can-meds,42.87,-79.25,978,meds,can,1.9893813937182383
haikou-638a-chn-uhslc,20.017,110.283,979,uhslc,chn,1.9920676967773852
baltimore-8574680-usa-noaa,39.2669,-76.5794,980,noaa,usa,1.9964259209715824
mckay_bay_entrance-8726667-usa-noaa,27.9133,-82.425,981,noaa,usa,2.004822717465637
charchanga-138a-bgd-uhslc,22.217,91.05,982,uhslc,bgd,2.0097529527204947
hinkley_point-hin-gbr-bodc,51.2152,-3.1345,983,bodc,gbr,2.0145360696624666
sturgeon_point_ny-9063028-usa-noaa,42.6913,-79.0473,984,noaa,usa,2.014731661593573
spijkenisse-spijknse-nld-rws,51.8617,4.334,985,rws,nld,2.0183418181338157
fernandina_beach-8720030-usa-noaa,30.6714,-81.4658,986,noaa,usa,2.0199654412829533
fahrenholz_up-79-deu-wsv,53.3603,10.3155,987,wsv,deu,2.0256182295175758
juelsminde-jue-dnk-cmems,55.7167,10.0167,988,cmems,dnk,2.0314809748851546
burghsluis-burghss-nld-rws,51.6758,3.7564,989,rws,nld,2.0387577832160746
marblehead_oh-9063079-usa-noaa,41.5436,-82.7314,990,noaa,usa,2.0394736532094218
lepellerin_60minute-lep-fra-cmems,47.2054,-1.7651,991,cmems,fra,2.0512019021886547
zhapo-635a-chn-uhslc,21.583,111.833,992,uhslc,chn,2.0576538561816906
fort_pulaski-8670870-usa-noaa,32.0367,-80.9017,993,noaa,usa,2.059075952981999
gouda_brug-goudbg-nld-rws,52.0068,4.7206,994,rws,nld,2.0681492790983618
karumba-63580-aus-bom,-17.4917,140.8333,995,bom,aus,2.073329698917856
krimpen_ad_ijssel-krimpadijsl-nld-rws,51.9165,4.5785,996,rws,nld,2.07992826265085
townsville-334a-aus-uhslc,-19.25,146.833,997,uhslc,aus,2.0950758897508037
breskens-bresks-nld-rws,51.3991,3.5646,998,rws,nld,2.0972690875284443
liverpool_gladstone_dock-liv-gbr-bodc,53.4497,-3.0181,999,bodc,gbr,2.100665697093424
cromer-cro-gbr-bodc,52.9342,1.3016,1000,bodc,gbr,2.112399312828801
point_tupper-576-can-meds,45.6,-61.37,1001,meds,can,2.1159308087435145
sunrise_club-snc-usa-cdwr,38.185,-122.083,1002,cdwr,usa,2.1175836725468136
newport-new-gbr-cmems,51.5496,-2.986,1003,cmems,gbr,2.118787006432921
vuren-vurn-nld-rws,51.8221,5.0165,1004,rws,nld,2.120497465078585
felixstowe-fel-gbr-cmems,51.9667,1.35,1005,cmems,gbr,2.1239455139127643
liberty_island_rd2068-lir-usa-cdwr,38.3293,-121.694,1006,cdwr,usa,2.1245449262612293
euro_platform-eurpfm-nld-rws,51.9986,3.2764,1007,rws,nld,2.127650598694125
nikiski-9455760-usa-noaa,60.6833,-151.3981,1008,noaa,usa,2.127917021659957
lowestoft-low-gbr-cmems,52.4667,1.75,1009,cmems,gbr,2.15173768789371
maassluis-maasss-nld-rws,51.9175,4.2498,1010,rws,nld,2.1530390280063125
madeira-715a-bra-uhslc,-2.565,-44.378,1011,uhslc,bra,2.1558946502925624
anchorage-9455920-usa-noaa,61.2375,-149.8904,1012,noaa,usa,2.156812102782133
hechthausen-83-deu-wsv,53.6405,9.2528,1013,wsv,deu,2.170194137496712
whyalla-61840-aus-bom,-33.0128,137.5904,1014,bom,aus,2.1716800611262284
churchill-274a-can-uhslc,58.767,-94.183,1015,uhslc,can,2.179345529157406
vlaardingen-vlaardgn-nld-rws,51.8996,4.349,1016,rws,nld,2.182378653687042
texel_noordzee-texnze-nld-rws,53.1206,4.7332,1017,rws,nld,2.185587311188669
portland_me-252a-usa-uhslc,43.657,-70.247,1018,uhslc,usa,2.1958578119463046
